time,latitude,longitude,temp_C,dewpoint_C,wind_speed,RH
2021-04-02 02:00:00,23.0,72.75,24.977753,23.684723,2.3455667,92.54457
2021-04-02 02:00:00,22.75,72.25,24.93283,22.186676,1.1598718,84.74614
2021-04-02 02:00:00,22.75,72.5,25.380096,23.86441,1.9841362,91.336075
2021-04-02 02:00:00,22.75,72.75,25.487518,24.137848,2.5720098,92.257805
2021-04-02 03:00:00,23.25,72.25,24.069763,17.675446,0.7155635,67.48135
2021-04-02 03:00:00,23.25,72.5,24.4057,20.704742,1.2803401,79.87149
2021-04-02 03:00:00,23.25,72.75,24.118591,21.589508,1.7156097,85.79266
2021-04-02 03:00:00,23.0,72.25,24.38031,19.280914,0.60825604,73.24313
2021-04-02 03:00:00,23.0,72.5,24.833435,21.960602,1.2928747,84.08373
2021-04-02 03:00:00,23.0,72.75,24.952576,22.23404,2.0224118,84.89084
2021-04-02 03:00:00,22.75,72.25,25.392029,20.407867,0.66876006,73.94084
2021-04-02 03:00:00,22.75,72.5,25.501404,22.726227,1.5998147,84.65666
2021-04-02 03:00:00,22.75,72.75,25.44867,22.882477,2.3031192,85.73039
2021-04-02 04:00:00,23.25,72.25,25.928253,16.231598,1.1057643,55.12179
2021-04-02 04:00:00,23.25,72.5,26.2388,19.139801,1.3803253,65.0036
2021-04-02 04:00:00,23.25,72.75,25.77005,20.942535,1.7505231,74.72064
2021-04-02 04:00:00,23.0,72.25,25.867706,18.100739,0.94171065,62.264164
2021-04-02 04:00:00,23.0,72.5,26.285675,20.692535,1.320748,71.3692
2021-04-02 04:00:00,23.0,72.75,26.455597,21.424957,1.9891046,73.90792
2021-04-02 04:00:00,22.75,72.25,26.772003,19.098785,0.72337687,62.831074
2021-04-02 04:00:00,22.75,72.5,26.60794,21.524567,1.4907893,73.69523
2021-04-02 04:00:00,22.75,72.75,26.615753,22.221832,2.2244737,76.864
2021-04-02 05:00:00,23.25,72.25,30.232086,15.010162,1.3772792,39.667053
